"TaxaID"	"Prevalence"	"TotalCounts"	"Percentage"
"556"	"denovo515199"	1	3	0.00187738192832156
"557"	"denovo515497"	1	3	0.00187738192832156
"558"	"denovo55685"	1	3	0.00187738192832156
"559"	"denovo558336"	1	3	0.00187738192832156
"560"	"denovo573853"	3	3	0.00187738192832156
"561"	"denovo610518"	1	3	0.00187738192832156
"562"	"denovo62946"	1	3	0.00187738192832156
"563"	"denovo632294"	1	3	0.00187738192832156
"564"	"denovo634643"	2	3	0.00187738192832156
"565"	"denovo635826"	1	3	0.00187738192832156
"566"	"denovo6380"	1	3	0.00187738192832156
"567"	"denovo64668"	1	3	0.00187738192832156
"568"	"denovo651101"	1	3	0.00187738192832156
"569"	"denovo651960"	1	3	0.00187738192832156
"570"	"denovo665727"	1	3	0.00187738192832156
"571"	"denovo674480"	3	3	0.00187738192832156
"572"	"denovo690934"	1	3	0.00187738192832156
"573"	"denovo69197"	1	3	0.00187738192832156
"574"	"denovo7347"	1	3	0.00187738192832156
"575"	"denovo76312"	1	3	0.00187738192832156
"576"	"denovo76509"	1	3	0.00187738192832156
"577"	"denovo81488"	1	3	0.00187738192832156
"578"	"denovo81955"	2	3	0.00187738192832156
"579"	"denovo83857"	1	3	0.00187738192832156
"580"	"denovo86440"	1	3	0.00187738192832156
"581"	"denovo95659"	2	3	0.00187738192832156
"582"	"denovo100808"	1	2	0.00125158795221437
"583"	"denovo101430"	1	2	0.00125158795221437
"584"	"denovo107113"	2	2	0.00125158795221437
"585"	"denovo111643"	2	2	0.00125158795221437
"586"	"denovo116656"	1	2	0.00125158795221437
"587"	"denovo128794"	2	2	0.00125158795221437
"588"	"denovo135256"	1	2	0.00125158795221437
"589"	"denovo138776"	2	2	0.00125158795221437
"590"	"denovo153559"	1	2	0.00125158795221437
"591"	"denovo155488"	1	2	0.00125158795221437
"592"	"denovo156959"	1	2	0.00125158795221437
"593"	"denovo158435"	2	2	0.00125158795221437
"594"	"denovo160507"	1	2	0.00125158795221437
"595"	"denovo185406"	1	2	0.00125158795221437
"596"	"denovo193407"	1	2	0.00125158795221437
"597"	"denovo19644"	2	2	0.00125158795221437
"598"	"denovo202653"	1	2	0.00125158795221437
"599"	"denovo20880"	2	2	0.00125158795221437
"600"	"denovo21615"	1	2	0.00125158795221437
"601"	"denovo223521"	1	2	0.00125158795221437
"602"	"denovo227379"	1	2	0.00125158795221437
"603"	"denovo228811"	1	2	0.00125158795221437
"604"	"denovo231905"	2	2	0.00125158795221437
"605"	"denovo238696"	1	2	0.00125158795221437
"606"	"denovo242594"	1	2	0.00125158795221437
"607"	"denovo24408"	1	2	0.00125158795221437
"608"	"denovo253509"	1	2	0.00125158795221437
"609"	"denovo253937"	1	2	0.00125158795221437
"610"	"denovo257904"	1	2	0.00125158795221437
"611"	"denovo273523"	2	2	0.00125158795221437
"612"	"denovo274838"	1	2	0.00125158795221437
"613"	"denovo276007"	2	2	0.00125158795221437
"614"	"denovo278441"	1	2	0.00125158795221437
"615"	"denovo278681"	1	2	0.00125158795221437
"616"	"denovo279269"	1	2	0.00125158795221437
"617"	"denovo284921"	1	2	0.00125158795221437
"618"	"denovo289127"	1	2	0.00125158795221437
"619"	"denovo289366"	1	2	0.00125158795221437
"620"	"denovo29415"	1	2	0.00125158795221437
"621"	"denovo295944"	2	2	0.00125158795221437
"622"	"denovo302321"	1	2	0.00125158795221437
"623"	"denovo30417"	2	2	0.00125158795221437
"624"	"denovo315031"	1	2	0.00125158795221437
"625"	"denovo320494"	2	2	0.00125158795221437
"626"	"denovo333061"	1	2	0.00125158795221437
"627"	"denovo339368"	1	2	0.00125158795221437
"628"	"denovo344210"	1	2	0.00125158795221437
"629"	"denovo349325"	1	2	0.00125158795221437
"630"	"denovo364565"	2	2	0.00125158795221437
"631"	"denovo368466"	2	2	0.00125158795221437
"632"	"denovo369210"	1	2	0.00125158795221437
"633"	"denovo374062"	2	2	0.00125158795221437
"634"	"denovo38028"	1	2	0.00125158795221437
"635"	"denovo384066"	1	2	0.00125158795221437
"636"	"denovo385570"	2	2	0.00125158795221437
"637"	"denovo394428"	2	2	0.00125158795221437
"638"	"denovo414264"	1	2	0.00125158795221437
"639"	"denovo428709"	1	2	0.00125158795221437
"640"	"denovo431070"	1	2	0.00125158795221437
"641"	"denovo432054"	2	2	0.00125158795221437
"642"	"denovo445053"	1	2	0.00125158795221437
"643"	"denovo445770"	1	2	0.00125158795221437
"644"	"denovo452020"	1	2	0.00125158795221437
"645"	"denovo457654"	1	2	0.00125158795221437
"646"	"denovo460799"	1	2	0.00125158795221437
"647"	"denovo464232"	1	2	0.00125158795221437
"648"	"denovo468286"	2	2	0.00125158795221437
"649"	"denovo47045"	1	2	0.00125158795221437
"650"	"denovo476745"	1	2	0.00125158795221437
"651"	"denovo476822"	1	2	0.00125158795221437
"652"	"denovo478145"	1	2	0.00125158795221437
"653"	"denovo493686"	2	2	0.00125158795221437
"654"	"denovo497204"	1	2	0.00125158795221437
"655"	"denovo502940"	1	2	0.00125158795221437
"656"	"denovo504417"	1	2	0.00125158795221437
"657"	"denovo507112"	2	2	0.00125158795221437
"658"	"denovo507377"	1	2	0.00125158795221437
"659"	"denovo510927"	1	2	0.00125158795221437
"660"	"denovo513650"	1	2	0.00125158795221437
"661"	"denovo521900"	1	2	0.00125158795221437
"662"	"denovo522027"	1	2	0.00125158795221437
"663"	"denovo554310"	1	2	0.00125158795221437
"664"	"denovo554803"	1	2	0.00125158795221437
"665"	"denovo555382"	1	2	0.00125158795221437
"666"	"denovo556254"	2	2	0.00125158795221437
"667"	"denovo562454"	1	2	0.00125158795221437
"668"	"denovo571986"	2	2	0.00125158795221437
"669"	"denovo574288"	1	2	0.00125158795221437
"670"	"denovo584920"	2	2	0.00125158795221437
"671"	"denovo585645"	1	2	0.00125158795221437
"672"	"denovo586057"	1	2	0.00125158795221437
"673"	"denovo586091"	1	2	0.00125158795221437
"674"	"denovo588547"	2	2	0.00125158795221437
"675"	"denovo589831"	2	2	0.00125158795221437
"676"	"denovo594178"	1	2	0.00125158795221437
"677"	"denovo594766"	1	2	0.00125158795221437
"678"	"denovo604453"	1	2	0.00125158795221437
"679"	"denovo61416"	1	2	0.00125158795221437
"680"	"denovo615758"	1	2	0.00125158795221437
"681"	"denovo615817"	1	2	0.00125158795221437
"682"	"denovo618371"	1	2	0.00125158795221437
"683"	"denovo624553"	1	2	0.00125158795221437
"684"	"denovo629548"	1	2	0.00125158795221437
"685"	"denovo63412"	1	2	0.00125158795221437
"686"	"denovo641577"	1	2	0.00125158795221437
"687"	"denovo653805"	2	2	0.00125158795221437
"688"	"denovo665513"	1	2	0.00125158795221437
"689"	"denovo665655"	1	2	0.00125158795221437
"690"	"denovo66706"	1	2	0.00125158795221437
"691"	"denovo673680"	2	2	0.00125158795221437
"692"	"denovo684148"	1	2	0.00125158795221437
"693"	"denovo688261"	1	2	0.00125158795221437
"694"	"denovo68850"	1	2	0.00125158795221437
"695"	"denovo689056"	1	2	0.00125158795221437
"696"	"denovo696179"	1	2	0.00125158795221437
"697"	"denovo706159"	1	2	0.00125158795221437
"698"	"denovo707425"	1	2	0.00125158795221437
"699"	"denovo71580"	1	2	0.00125158795221437
"700"	"denovo8257"	1	2	0.00125158795221437
"701"	"denovo88822"	2	2	0.00125158795221437
"702"	"denovo95263"	1	2	0.00125158795221437
"703"	"denovo97293"	1	2	0.00125158795221437
